WeekEnding,HSCP,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20210704,S37000029,All ages,d,Male,"",12,10.4,15.4,""
20210704,S37000030,Under 65,"",All,d,14,6.6,112.1,""
20210704,S37000030,65 and over,"",All,d,26,23.8,9.2,""
20210704,S37000030,All ages,d,All,d,40,30.4,31.6,""
20210704,S37000030,All ages,d,Female,"",23,16.2,42,""
20210704,S37000030,All ages,d,Male,"",17,14.2,19.7,""
20210704,S37000031,Under 65,"",All,d,1,0.8,25,""
20210704,S37000031,65 and over,"",All,d,8,5.8,37.9,""
20210704,S37000031,All ages,d,All,d,9,6.6,36.4,""
20210704,S37000031,All ages,d,Female,"",6,2.8,114.3,""
20210704,S37000031,All ages,d,Male,"",3,3.8,-21.1,""
20210704,S37000032,Under 65,"",All,d,8,14,-42.9,""
20210704,S37000032,65 and over,"",All,d,62,57.2,8.4,""
20210704,S37000032,All ages,d,All,d,70,71.2,-1.7,""
20210704,S37000032,All ages,d,Female,"",38,35.6,6.7,""
20210704,S37000032,All ages,d,Male,"",32,35.6,-10.1,""
20210704,S37000033,Under 65,"",All,d,2,4.6,-56.5,""
20210704,S37000033,65 and over,"",All,d,39,22.8,71.1,""
20210704,S37000033,All ages,d,All,d,41,27.4,49.6,""
20210704,S37000033,All ages,d,Female,"",16,12.4,29,""
20210704,S37000033,All ages,d,Male,"",25,15,66.7,""
20210704,S37000034,Under 65,"",All,d,34,30.4,11.8,""
20210704,S37000034,65 and over,"",All,d,83,81.4,2,""
20210704,S37000034,All ages,d,All,d,117,111.8,4.7,""
20210704,S37000034,All ages,d,Female,"",67,56.8,18,""
20210704,S37000034,All ages,d,Male,"",50,55,-9.1,""
20210704,S37000035,Under 65,"",All,d,17,13.6,25,""
20210704,S37000035,65 and over,"",All,d,54,58.8,-8.2,""
20210704,S37000035,All ages,d,All,d,71,72.4,-1.9,""
20210704,S37000035,All ages,d,Female,"",45,38,18.4,""
20210704,S37000035,All ages,d,Male,"",26,34.4,-24.4,""
20210711,S37000001,Under 65,"",All,d,8,7.8,2.6,""
20210711,S37000001,65 and over,"",All,d,28,33.6,-16.7,""
20210711,S37000001,All ages,d,All,d,36,41.4,-13,""
20210711,S37000001,All ages,d,Female,"",20,18.4,8.7,""
20210711,S37000001,All ages,d,Male,"",16,23,-30.4,""
20210711,S37000002,Under 65,"",All,d,8,7.2,11.1,""
20210711,S37000002,65 and over,"",All,d,45,34.8,29.3,""
20210711,S37000002,All ages,d,All,d,53,42,26.2,""
20210711,S37000002,All ages,d,Female,"",33,19.6,68.4,""
20210711,S37000002,All ages,d,Male,"",20,22.4,-10.7,""
20210711,S37000003,Under 65,"",All,d,4,4.4,-9.1,""
20210711,S37000003,65 and over,"",All,d,16,18.2,-12.1,""
20210711,S37000003,All ages,d,All,d,20,22.6,-11.5,""
20210711,S37000003,All ages,d,Female,"",14,11.8,18.6,""
20210711,S37000003,All ages,d,Male,"",6,10.8,-44.4,""
20210711,S37000004,Under 65,"",All,d,2,2.4,-16.7,""
20210711,S37000004,65 and over,"",All,d,13,17.6,-26.1,""
20210711,S37000004,All ages,d,All,d,15,20,-25,""
20210711,S37000004,All ages,d,Female,"",10,12,-16.7,""
20210711,S37000004,All ages,d,Male,"",5,8,-37.5,""
20210711,S37000005,Under 65,"",All,d,2,3.2,-37.5,""
20210711,S37000005,65 and over,"",All,d,16,22.2,-27.9,""
20210711,S37000005,All ages,d,All,d,18,25.4,-29.1,""
20210711,S37000005,All ages,d,Female,"",5,12.8,-60.9,""
20210711,S37000005,All ages,d,Male,"",13,12.6,3.2,""
20210711,S37000006,Under 65,"",All,d,5,6.2,-19.4,""
20210711,S37000006,65 and over,"",All,d,21,30.6,-31.4,""
20210711,S37000006,All ages,d,All,d,26,36.8,-29.3,""
20210711,S37000006,All ages,d,Female,"",11,17.4,-36.8,""
20210711,S37000006,All ages,d,Male,"",15,19.4,-22.7,""
20210711,S37000007,Under 65,"",All,d,9,6.8,32.4,""
20210711,S37000007,65 and over,"",All,d,11,25.2,-56.3,""
20210711,S37000007,All ages,d,All,d,20,32,-37.5,""
20210711,S37000007,All ages,d,Female,"",9,17.6,-48.9,""
20210711,S37000007,All ages,d,Male,"",11,14.4,-23.6,""
20210711,S37000008,Under 65,"",All,d,8,5.4,48.1,""
20210711,S37000008,65 and over,"",All,d,24,18.2,31.9,""
20210711,S37000008,All ages,d,All,d,32,23.6,35.6,""
20210711,S37000008,All ages,d,Female,"",16,11,45.5,""
20210711,S37000008,All ages,d,Male,"",16,12.6,27,""
20210711,S37000009,Under 65,"",All,d,4,3.2,25,""
20210711,S37000009,65 and over,"",All,d,18,16,12.5,""
20210711,S37000009,All ages,d,All,d,22,19.2,14.6,""
20210711,S37000009,All ages,d,Female,"",11,11,0,""
20210711,S37000009,All ages,d,Male,"",11,8.2,34.1,""
20210711,S37000010,Under 65,"",All,d,3,2.2,36.4,""
20210711,S37000010,65 and over,"",All,d,20,12.8,56.2,""
20210711,S37000010,All ages,d,All,d,23,15,53.3,""
20210711,S37000010,All ages,d,Female,"",17,6.8,150,""
20210711,S37000010,All ages,d,Male,"",6,8.2,-26.8,""
20210711,S37000011,Under 65,"",All,d,3,3.4,-11.8,""
20210711,S37000011,65 and over,"",All,d,8,12.2,-34.4,""
20210711,S37000011,All ages,d,All,d,11,15.6,-29.5,""
20210711,S37000011,All ages,d,Female,"",7,7.6,-7.9,""
20210711,S37000011,All ages,d,Male,"",4,8,-50,""
20210711,S37000012,Under 65,"",All,d,14,14.6,-4.1,""
20210711,S37000012,65 and over,"",All,d,64,62,3.2,""
20210711,S37000012,All ages,d,All,d,78,76.6,1.8,""
20210711,S37000012,All ages,d,Female,"",36,40,-10,""
20210711,S37000012,All ages,d,Male,"",42,36.4,15.4,""
20210711,S37000013,Under 65,"",All,d,4,4.8,-16.7,""
20210711,S37000013,65 and over,"",All,d,29,24.8,16.9,""
20210711,S37000013,All ages,d,All,d,33,29.6,11.5,""
20210711,S37000013,All ages,d,Female,"",15,17.6,-14.8,""
20210711,S37000013,All ages,d,Male,"",18,12,50,""
20210711,S37000016,Under 65,"",All,d,10,7.8,28.2,""
20210711,S37000016,65 and over,"",All,d,49,34.4,42.4,""
20210711,S37000016,All ages,d,All,d,59,42.2,39.8,""
20210711,S37000016,All ages,d,Female,"",26,20,30,""
20210711,S37000016,All ages,d,Male,"",33,22.2,48.6,""
20210711,S37000017,Under 65,"",All,d,5,4.2,19,""
20210711,S37000017,65 and over,"",All,d,19,15.2,25,""
20210711,S37000017,All ages,d,All,d,24,19.4,23.7,""
20210711,S37000017,All ages,d,Female,"",13,10.8,20.4,""
20210711,S37000017,All ages,d,Male,"",11,8.6,27.9,""
20210711,S37000018,Under 65,"",All,d,4,2.4,66.7,""
20210711,S37000018,65 and over,"",All,d,11,13,-15.4,""
20210711,S37000018,All ages,d,All,d,15,15.4,-2.6,""
20210711,S37000018,All ages,d,Female,"",3,9.4,-68.1,""
20210711,S37000018,All ages,d,Male,"",12,6,100,""
20210711,S37000019,Under 65,"",All,d,2,2.6,-23.1,""
20210711,S37000019,65 and over,"",All,d,18,17.2,4.7,""
20210711,S37000019,All ages,d,All,d,20,19.8,1,""
20210711,S37000019,All ages,d,Female,"",7,10.8,-35.2,""
20210711,S37000019,All ages,d,Male,"",13,9,44.4,""
20210711,S37000020,Under 65,"",All,d,7,5,40,""
20210711,S37000020,65 and over,"",All,d,42,24.6,70.7,""
20210711,S37000020,All ages,d,All,d,49,29.6,65.5,""
20210711,S37000020,All ages,d,Female,"",25,15.6,60.3,""
20210711,S37000020,All ages,d,Male,"",24,14,71.4,""
20210711,S37000022,Under 65,"",All,d,2,0.6,233.3,""
20210711,S37000022,65 and over,"",All,d,5,4.4,13.6,""
20210711,S37000022,All ages,d,All,d,7,5,40,""
20210711,S37000022,All ages,d,Female,"",3,1.8,66.7,""
20210711,S37000022,All ages,d,Male,"",4,3.2,25,""
20210711,S37000024,Under 65,"",All,d,7,6.4,9.4,""
20210711,S37000024,65 and over,"",All,d,28,31,-9.7,""
20210711,S37000024,All ages,d,All,d,35,37.4,-6.4,""
20210711,S37000024,All ages,d,Female,"",18,19.8,-9.1,""
20210711,S37000024,All ages,d,Male,"",17,17.6,-3.4,""
20210711,S37000025,Under 65,"",All,d,3,1.6,87.5,""
20210711,S37000025,65 and over,"",All,d,19,23.2,-18.1,""
20210711,S37000025,All ages,d,All,d,22,24.8,-11.3,""
20210711,S37000025,All ages,d,Female,"",13,14.2,-8.5,""
20210711,S37000025,All ages,d,Male,"",9,10.6,-15.1,""
20210711,S37000026,Under 65,"",All,d,1,0.8,25,""
20210711,S37000026,65 and over,"",All,d,6,2,200,""
20210711,S37000026,All ages,d,All,d,7,2.8,150,""
20210711,S37000026,All ages,d,Female,"",5,1,400,""
20210711,S37000026,All ages,d,Male,"",2,1.8,11.1,""
20210711,S37000027,Under 65,"",All,d,3,3.2,-6.3,""
20210711,S37000027,65 and over,"",All,d,34,21.6,57.4,""
20210711,S37000027,All ages,d,All,d,37,24.8,49.2,""
20210711,S37000027,All ages,d,Female,"",22,13.2,66.7,""
20210711,S37000027,All ages,d,Male,"",15,11.6,29.3,""
20210711,S37000028,Under 65,"",All,d,13,12.6,3.2,""
20210711,S37000028,65 and over,"",All,d,40,51.4,-22.2,""
20210711,S37000028,All ages,d,All,d,53,64,-17.2,""
20210711,S37000028,All ages,d,Female,"",25,32.2,-22.4,""
20210711,S37000028,All ages,d,Male,"",28,31.8,-11.9,""
20210711,S37000029,Under 65,"",All,d,3,4.6,-34.8,""
20210711,S37000029,65 and over,"",All,d,18,13,38.5,""
20210711,S37000029,All ages,d,All,d,21,17.6,19.3,""
20210711,S37000029,All ages,d,Female,"",11,9.6,14.6,""
20210711,S37000029,All ages,d,Male,"",10,8,25,""
20210711,S37000030,Under 65,"",All,d,8,5.8,37.9,""
20210711,S37000030,65 and over,"",All,d,24,21.8,10.1,""
20210711,S37000030,All ages,d,All,d,32,27.6,15.9,""
20210711,S37000030,All ages,d,Female,"",18,13,38.5,""
20210711,S37000030,All ages,d,Male,"",14,14.6,-4.1,""
20210711,S37000031,Under 65,"",All,d,0,1.8,-100,""
20210711,S37000031,65 and over,"",All,d,12,4.6,160.9,""
20210711,S37000031,All ages,d,All,d,12,6.4,87.5,""
20210711,S37000031,All ages,d,Female,"",8,2.6,207.7,""
20210711,S37000031,All ages,d,Male,"",4,3.8,5.3,""
20210711,S37000032,Under 65,"",All,d,10,9,11.1,""
20210711,S37000032,65 and over,"",All,d,57,63.2,-9.8,""
20210711,S37000032,All ages,d,All,d,67,72.2,-7.2,""
20210711,S37000032,All ages,d,Female,"",33,36.4,-9.3,""
20210711,S37000032,All ages,d,Male,"",34,35.8,-5,""
20210711,S37000033,Under 65,"",All,d,10,3.4,194.1,""
20210711,S37000033,65 and over,"",All,d,32,24.4,31.1,""
20210711,S37000033,All ages,d,All,d,42,27.8,51.1,""
20210711,S37000033,All ages,d,Female,"",20,16.2,23.5,""
20210711,S37000033,All ages,d,Male,"",22,11.6,89.7,""
20210711,S37000034,Under 65,"",All,d,29,25.4,14.2,""
20210711,S37000034,65 and over,"",All,d,94,87.4,7.6,""
20210711,S37000034,All ages,d,All,d,123,112.8,9,""
20210711,S37000034,All ages,d,Female,"",64,58,10.3,""
20210711,S37000034,All ages,d,Male,"",59,54.8,7.7,""
20210711,S37000035,Under 65,"",All,d,16,13.4,19.4,""
20210711,S37000035,65 and over,"",All,d,52,48.8,6.6,""
20210711,S37000035,All ages,d,All,d,68,62.2,9.3,""
20210711,S37000035,All ages,d,Female,"",33,30.8,7.1,""
20210711,S37000035,All ages,d,Male,"",35,31.4,11.5,""
20210718,S37000001,Under 65,"",All,d,13,6.4,103.1,""
20210718,S37000001,65 and over,"",All,d,35,26.4,32.6,""
20210718,S37000001,All ages,d,All,d,48,32.8,46.3,""
20210718,S37000001,All ages,d,Female,"",19,17.4,9.2,""
20210718,S37000001,All ages,d,Male,"",29,15.4,88.3,""
20210718,S37000002,Under 65,"",All,d,7,5.8,20.7,""
20210718,S37000002,65 and over,"",All,d,35,37.6,-6.9,""
20210718,S37000002,All ages,d,All,d,42,43.4,-3.2,""
20210718,S37000002,All ages,d,Female,"",21,21.8,-3.7,""
20210718,S37000002,All ages,d,Male,"",21,21.6,-2.8,""
20210718,S37000003,Under 65,"",All,d,6,2.8,114.3,""
20210718,S37000003,65 and over,"",All,d,12,19.8,-39.4,""
20210718,S37000003,All ages,d,All,d,18,22.6,-20.4,""
20210718,S37000003,All ages,d,Female,"",12,11.4,5.3,""
20210718,S37000003,All ages,d,Male,"",6,11.2,-46.4,""
20210718,S37000004,Under 65,"",All,d,4,3.6,11.1,""
20210718,S37000004,65 and over,"",All,d,19,17.4,9.2,""
20210718,S37000004,All ages,d,All,d,23,21,9.5,""
20210718,S37000004,All ages,d,Female,"",16,10.6,50.9,""
20210718,S37000004,All ages,d,Male,"",7,10.4,-32.7,""
20210718,S37000005,Under 65,"",All,d,5,5,0,""
20210718,S37000005,65 and over,"",All,d,23,21.4,7.5,""
20210718,S37000005,All ages,d,All,d,28,26.4,6.1,""
20210718,S37000005,All ages,d,Female,"",14,16,-12.5,""
20210718,S37000005,All ages,d,Male,"",14,10.4,34.6,""
20210718,S37000006,Under 65,"",All,d,2,4.8,-58.3,""
20210718,S37000006,65 and over,"",All,d,32,31.6,1.3,""
20210718,S37000006,All ages,d,All,d,34,36.4,-6.6,""
20210718,S37000006,All ages,d,Female,"",17,17.6,-3.4,""
20210718,S37000006,All ages,d,Male,"",17,18.8,-9.6,""
20210718,S37000007,Under 65,"",All,d,5,6.6,-24.2,""
20210718,S37000007,65 and over,"",All,d,30,26.2,14.5,""
20210718,S37000007,All ages,d,All,d,35,32.8,6.7,""
20210718,S37000007,All ages,d,Female,"",13,17.2,-24.4,""
20210718,S37000007,All ages,d,Male,"",22,15.6,41,""
20210718,S37000008,Under 65,"",All,d,8,4,100,""
20210718,S37000008,65 and over,"",All,d,25,21,19,""
20210718,S37000008,All ages,d,All,d,33,25,32,""
20210718,S37000008,All ages,d,Female,"",13,12,8.3,""
20210718,S37000008,All ages,d,Male,"",20,13,53.8,""
20210718,S37000009,Under 65,"",All,d,2,3.8,-47.4,""
20210718,S37000009,65 and over,"",All,d,20,16.8,19,""
20210718,S37000009,All ages,d,All,d,22,20.6,6.8,""
20210718,S37000009,All ages,d,Female,"",10,10.8,-7.4,""
20210718,S37000009,All ages,d,Male,"",12,9.8,22.4,""
20210718,S37000010,Under 65,"",All,d,3,2.8,7.1,""
20210718,S37000010,65 and over,"",All,d,23,17.4,32.2,""
20210718,S37000010,All ages,d,All,d,26,20.2,28.7,""
20210718,S37000010,All ages,d,Female,"",10,9,11.1,""
20210718,S37000010,All ages,d,Male,"",16,11.2,42.9,""
20210718,S37000011,Under 65,"",All,d,4,2.2,81.8,""
20210718,S37000011,65 and over,"",All,d,12,14,-14.3,""
20210718,S37000011,All ages,d,All,d,16,16.2,-1.2,""
20210718,S37000011,All ages,d,Female,"",7,6.8,2.9,""
20210718,S37000011,All ages,d,Male,"",9,9.4,-4.3,""
20210718,S37000012,Under 65,"",All,d,16,13.6,17.6,""
20210718,S37000012,65 and over,"",All,d,61,61.2,-0.3,""
20210718,S37000012,All ages,d,All,d,77,74.8,2.9,""
20210718,S37000012,All ages,d,Female,"",32,37.8,-15.3,""
20210718,S37000012,All ages,d,Male,"",45,37,21.6,""
20210718,S37000013,Under 65,"",All,d,7,6,16.7,""
20210718,S37000013,65 and over,"",All,d,28,23.8,17.6,""
20210718,S37000013,All ages,d,All,d,35,29.8,17.4,""
20210718,S37000013,All ages,d,Female,"",21,16.6,26.5,""
20210718,S37000013,All ages,d,Male,"",14,13.2,6.1,""
20210718,S37000016,Under 65,"",All,d,11,8.2,34.1,""
20210718,S37000016,65 and over,"",All,d,52,36.8,41.3,""
20210718,S37000016,All ages,d,All,d,63,45,40,""
20210718,S37000016,All ages,d,Female,"",27,21.6,25,""
20210718,S37000016,All ages,d,Male,"",36,23.4,53.8,""
20210718,S37000017,Under 65,"",All,d,4,4.2,-4.8,""
20210718,S37000017,65 and over,"",All,d,10,15.6,-35.9,""
20210718,S37000017,All ages,d,All,d,14,19.8,-29.3,""
20210718,S37000017,All ages,d,Female,"",7,8.8,-20.5,""
20210718,S37000017,All ages,d,Male,"",7,11,-36.4,""
20210718,S37000018,Under 65,"",All,d,1,4,-75,""
20210718,S37000018,65 and over,"",All,d,13,13,0,""
20210718,S37000018,All ages,d,All,d,14,17,-17.6,""
20210718,S37000018,All ages,d,Female,"",4,8,-50,""
20210718,S37000018,All ages,d,Male,"",10,9,11.1,""
20210718,S37000019,Under 65,"",All,d,9,2.8,221.4,""
20210718,S37000019,65 and over,"",All,d,17,15.4,10.4,""
20210718,S37000019,All ages,d,All,d,26,18.2,42.9,""
20210718,S37000019,All ages,d,Female,"",12,8.8,36.4,""
20210718,S37000019,All ages,d,Male,"",14,9.4,48.9,""
20210718,S37000020,Under 65,"",All,d,10,6.8,47.1,""
20210718,S37000020,65 and over,"",All,d,23,19.8,16.2,""
20210718,S37000020,All ages,d,All,d,33,26.6,24.1,""
20210718,S37000020,All ages,d,Female,"",16,12.8,25,""
20210718,S37000020,All ages,d,Male,"",17,13.8,23.2,""
20210718,S37000022,Under 65,"",All,d,1,0.8,25,""
20210718,S37000022,65 and over,"",All,d,2,2.4,-16.7,""
20210718,S37000022,All ages,d,All,d,3,3.2,-6.3,""
20210718,S37000022,All ages,d,Female,"",1,0.6,66.7,""
20210718,S37000022,All ages,d,Male,"",2,2.6,-23.1,""
20210718,S37000024,Under 65,"",All,d,6,7.8,-23.1,""
20210718,S37000024,65 and over,"",All,d,29,30.4,-4.6,""
20210718,S37000024,All ages,d,All,d,35,38.2,-8.4,""
20210718,S37000024,All ages,d,Female,"",20,19.4,3.1,""
20210718,S37000024,All ages,d,Male,"",15,18.8,-20.2,""
20210718,S37000025,Under 65,"",All,d,0,2.6,-100,""
20210718,S37000025,65 and over,"",All,d,25,17.8,40.4,""
20210718,S37000025,All ages,d,All,d,25,20.4,22.5,""
20210718,S37000025,All ages,d,Female,"",10,9.2,8.7,""
20210718,S37000025,All ages,d,Male,"",15,11.2,33.9,""
20210718,S37000026,Under 65,"",All,d,1,1,0,""
20210718,S37000026,65 and over,"",All,d,2,3.4,-41.2,""
20210718,S37000026,All ages,d,All,d,3,4.4,-31.8,""
20210718,S37000026,All ages,d,Female,"",3,2,50,""
20210718,S37000026,All ages,d,Male,"",0,2.4,-100,""
20210718,S37000027,Under 65,"",All,d,0,3.8,-100,""
20210718,S37000027,65 and over,"",All,d,29,23.6,22.9,""
20210718,S37000027,All ages,d,All,d,29,27.4,5.8,""
20210718,S37000027,All ages,d,Female,"",15,15,0,""
20210718,S37000027,All ages,d,Male,"",14,12.4,12.9,""
20210718,S37000028,Under 65,"",All,d,13,12.6,3.2,""
20210718,S37000028,65 and over,"",All,d,47,54.6,-13.9,""
20210718,S37000028,All ages,d,All,d,60,67.2,-10.7,""
20210718,S37000028,All ages,d,Female,"",40,35.2,13.6,""
20210718,S37000028,All ages,d,Male,"",20,32,-37.5,""
20210718,S37000029,Under 65,"",All,d,4,5.4,-25.9,""
20210718,S37000029,65 and over,"",All,d,16,12.4,29,""
20210718,S37000029,All ages,d,All,d,20,17.8,12.4,""
20210718,S37000029,All ages,d,Female,"",8,10.4,-23.1,""
20210718,S37000029,All ages,d,Male,"",12,7.4,62.2,""
20210718,S37000030,Under 65,"",All,d,10,5.4,85.2,""
20210718,S37000030,65 and over,"",All,d,29,21.2,36.8,""
20210718,S37000030,All ages,d,All,d,39,26.6,46.6,""
20210718,S37000030,All ages,d,Female,"",20,13.4,49.3,""
20210718,S37000030,All ages,d,Male,"",19,13.2,43.9,""
20210718,S37000031,Under 65,"",All,d,3,0.4,650,""
20210718,S37000031,65 and over,"",All,d,2,4.4,-54.5,""
20210718,S37000031,All ages,d,All,d,5,4.8,4.2,""
20210718,S37000031,All ages,d,Female,"",2,3,-33.3,""
20210718,S37000031,All ages,d,Male,"",3,1.8,66.7,""
20210718,S37000032,Under 65,"",All,d,10,12.8,-21.9,""
20210718,S37000032,65 and over,"",All,d,67,60.4,10.9,""
20210718,S37000032,All ages,d,All,d,77,73.2,5.2,""
20210718,S37000032,All ages,d,Female,"",46,38,21.1,""
20210718,S37000032,All ages,d,Male,"",31,35.2,-11.9,""
20210718,S37000033,Under 65,"",All,d,6,4.6,30.4,""
20210718,S37000033,65 and over,"",All,d,28,30.2,-7.3,""
20210718,S37000033,All ages,d,All,d,34,34.8,-2.3,""
20210718,S37000033,All ages,d,Female,"",19,20,-5,""
20210718,S37000033,All ages,d,Male,"",15,14.8,1.4,""
20210718,S37000034,Under 65,"",All,d,53,29.2,81.5,""
20210718,S37000034,65 and over,"",All,d,87,79,10.1,""
20210718,S37000034,All ages,d,All,d,140,108.2,29.4,""
20210718,S37000034,All ages,d,Female,"",70,53.8,30.1,""
20210718,S37000034,All ages,d,Male,"",70,54.4,28.7,""
20210718,S37000035,Under 65,"",All,d,19,14.8,28.4,""
20210718,S37000035,65 and over,"",All,d,48,49,-2,""
20210718,S37000035,All ages,d,All,d,67,63.8,5,""
20210718,S37000035,All ages,d,Female,"",36,31.4,14.6,""
20210718,S37000035,All ages,d,Male,"",31,32.4,-4.3,""
20210725,S37000001,Under 65,"",All,d,12,10.8,11.1,""
20210725,S37000001,65 and over,"",All,d,41,28.8,42.4,""
20210725,S37000001,All ages,d,All,d,53,39.6,33.8,""
20210725,S37000001,All ages,d,Female,"",26,19.4,34,""
20210725,S37000001,All ages,d,Male,"",27,20.2,33.7,""
20210725,S37000002,Under 65,"",All,d,9,7.6,18.4,""
20210725,S37000002,65 and over,"",All,d,41,33.6,22,""
20210725,S37000002,All ages,d,All,d,50,41.2,21.4,""
20210725,S37000002,All ages,d,Female,"",25,20,25,""
20210725,S37000002,All ages,d,Male,"",25,21.2,17.9,""
20210725,S37000003,Under 65,"",All,d,4,4.2,-4.8,""
20210725,S37000003,65 and over,"",All,d,19,19.4,-2.1,""
20210725,S37000003,All ages,d,All,d,23,23.6,-2.5,""
20210725,S37000003,All ages,d,Female,"",15,9.8,53.1,""
20210725,S37000003,All ages,d,Male,"",8,13.8,-42,""
20210725,S37000004,Under 65,"",All,d,1,2,-50,""
20210725,S37000004,65 and over,"",All,d,10,13.6,-26.5,""
20210725,S37000004,All ages,d,All,d,11,15.6,-29.5,""
20210725,S37000004,All ages,d,Female,"",10,7.4,35.1,""
20210725,S37000004,All ages,d,Male,"",1,8.2,-87.8,""
20210725,S37000005,Under 65,"",All,d,5,5,0,""
20210725,S37000005,65 and over,"",All,d,26,20.4,27.5,""
20210725,S37000005,All ages,d,All,d,31,25.4,22,""
20210725,S37000005,All ages,d,Female,"",16,13.8,15.9,""
20210725,S37000005,All ages,d,Male,"",15,11.6,29.3,""
20210725,S37000006,Under 65,"",All,d,5,5,0,""
20210725,S37000006,65 and over,"",All,d,34,27.6,23.2,""
20210725,S37000006,All ages,d,All,d,39,32.6,19.6,""
20210725,S37000006,All ages,d,Female,"",19,17.6,8,""
20210725,S37000006,All ages,d,Male,"",20,15,33.3,""
20210725,S37000007,Under 65,"",All,d,10,5.2,92.3,""
20210725,S37000007,65 and over,"",All,d,24,19.8,21.2,""
20210725,S37000007,All ages,d,All,d,34,25,36,""
20210725,S37000007,All ages,d,Female,"",16,13,23.1,""
20210725,S37000007,All ages,d,Male,"",18,12,50,""
20210725,S37000008,Under 65,"",All,d,5,5.2,-3.8,""
20210725,S37000008,65 and over,"",All,d,21,20.4,2.9,""
20210725,S37000008,All ages,d,All,d,26,25.6,1.6,""
20210725,S37000008,All ages,d,Female,"",10,13,-23.1,""
20210725,S37000008,All ages,d,Male,"",16,12.6,27,""
20210725,S37000009,Under 65,"",All,d,0,2.6,-100,""
20210725,S37000009,65 and over,"",All,d,18,17.2,4.7,""
20210725,S37000009,All ages,d,All,d,18,19.8,-9.1,""
20210725,S37000009,All ages,d,Female,"",11,10,10,""
20210725,S37000009,All ages,d,Male,"",7,9.8,-28.6,""
20210725,S37000010,Under 65,"",All,d,11,2.4,358.3,""
20210725,S37000010,65 and over,"",All,d,19,15,26.7,""
20210725,S37000010,All ages,d,All,d,30,17.4,72.4,""
20210725,S37000010,All ages,d,Female,"",20,8.6,132.6,""
20210725,S37000010,All ages,d,Male,"",10,8.8,13.6,""
20210725,S37000011,Under 65,"",All,d,1,2,-50,""
20210725,S37000011,65 and over,"",All,d,15,16.4,-8.5,""
20210725,S37000011,All ages,d,All,d,16,18.4,-13,""
20210725,S37000011,All ages,d,Female,"",9,9.2,-2.2,""
20210725,S37000011,All ages,d,Male,"",7,9.2,-23.9,""
20210725,S37000012,Under 65,"",All,d,11,13.2,-16.7,""
20210725,S37000012,65 and over,"",All,d,59,61.4,-3.9,""
20210725,S37000012,All ages,d,All,d,70,74.6,-6.2,""
20210725,S37000012,All ages,d,Female,"",35,39.4,-11.2,""
20210725,S37000012,All ages,d,Male,"",35,35.2,-0.6,""
20210725,S37000013,Under 65,"",All,d,4,5.4,-25.9,""
20210725,S37000013,65 and over,"",All,d,29,25.6,13.3,""
20210725,S37000013,All ages,d,All,d,33,31,6.5,""
20210725,S37000013,All ages,d,Female,"",19,13.8,37.7,""
20210725,S37000013,All ages,d,Male,"",14,17.2,-18.6,""
20210725,S37000016,Under 65,"",All,d,8,7.4,8.1,""
20210725,S37000016,65 and over,"",All,d,32,35,-8.6,""
20210725,S37000016,All ages,d,All,d,40,42.4,-5.7,""
20210725,S37000016,All ages,d,Female,"",26,20.2,28.7,""
20210725,S37000016,All ages,d,Male,"",14,22.2,-36.9,""
20210725,S37000017,Under 65,"",All,d,4,4,0,""
20210725,S37000017,65 and over,"",All,d,8,12.4,-35.5,""
20210725,S37000017,All ages,d,All,d,12,16.4,-26.8,""
20210725,S37000017,All ages,d,Female,"",6,8.2,-26.8,""
20210725,S37000017,All ages,d,Male,"",6,8.2,-26.8,""
20210725,S37000018,Under 65,"",All,d,2,4.6,-56.5,""
20210725,S37000018,65 and over,"",All,d,14,12.4,12.9,""
20210725,S37000018,All ages,d,All,d,16,17,-5.9,""
20210725,S37000018,All ages,d,Female,"",9,7.4,21.6,""
20210725,S37000018,All ages,d,Male,"",7,9.6,-27.1,""
20210725,S37000019,Under 65,"",All,d,5,3,66.7,""
20210725,S37000019,65 and over,"",All,d,14,11.8,18.6,""
20210725,S37000019,All ages,d,All,d,19,14.8,28.4,""
20210725,S37000019,All ages,d,Female,"",9,6.8,32.4,""
20210725,S37000019,All ages,d,Male,"",10,8,25,""
20210725,S37000020,Under 65,"",All,d,6,9.8,-38.8,""
20210725,S37000020,65 and over,"",All,d,26,26.4,-1.5,""
20210725,S37000020,All ages,d,All,d,32,36.2,-11.6,""
20210725,S37000020,All ages,d,Female,"",12,16.6,-27.7,""
20210725,S37000020,All ages,d,Male,"",20,19.6,2,""
20210725,S37000022,Under 65,"",All,d,0,0.4,-100,""
20210725,S37000022,65 and over,"",All,d,3,3.8,-21.1,""
20210725,S37000022,All ages,d,All,d,3,4.2,-28.6,""
20210725,S37000022,All ages,d,Female,"",2,1.6,25,""
20210725,S37000022,All ages,d,Male,"",1,2.6,-61.5,""
20210725,S37000024,Under 65,"",All,d,9,5.2,73.1,""
20210725,S37000024,65 and over,"",All,d,38,33.4,13.8,""
20210725,S37000024,All ages,d,All,d,47,38.6,21.8,""
20210725,S37000024,All ages,d,Female,"",27,19.2,40.6,""
20210725,S37000024,All ages,d,Male,"",20,19.4,3.1,""
20210725,S37000025,Under 65,"",All,d,7,3.2,118.7,""
