WeekEnding,HSCP,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20210725,S37000025,65 and over,"",All,d,23,16.4,40.2,""
20210725,S37000025,All ages,d,All,d,30,19.6,53.1,""
20210725,S37000025,All ages,d,Female,"",14,9.6,45.8,""
20210725,S37000025,All ages,d,Male,"",16,10,60,""
20210725,S37000026,Under 65,"",All,d,0,1.2,-100,""
20210725,S37000026,65 and over,"",All,d,8,2.2,263.6,""
20210725,S37000026,All ages,d,All,d,8,3.4,135.3,""
20210725,S37000026,All ages,d,Female,"",3,1.8,66.7,""
20210725,S37000026,All ages,d,Male,"",5,1.6,212.5,""
20210725,S37000027,Under 65,"",All,d,3,4,-25,""
20210725,S37000027,65 and over,"",All,d,17,22.4,-24.1,""
20210725,S37000027,All ages,d,All,d,20,26.4,-24.2,""
20210725,S37000027,All ages,d,Female,"",12,15.4,-22.1,""
20210725,S37000027,All ages,d,Male,"",8,11,-27.3,""
20210725,S37000028,Under 65,"",All,d,14,13.4,4.5,""
20210725,S37000028,65 and over,"",All,d,64,47.8,33.9,""
20210725,S37000028,All ages,d,All,d,78,61.2,27.5,""
20210725,S37000028,All ages,d,Female,"",40,30,33.3,""
20210725,S37000028,All ages,d,Male,"",38,31.2,21.8,""
20210725,S37000029,Under 65,"",All,d,5,4.4,13.6,""
20210725,S37000029,65 and over,"",All,d,25,14.2,76.1,""
20210725,S37000029,All ages,d,All,d,30,18.6,61.3,""
20210725,S37000029,All ages,d,Female,"",15,11.2,33.9,""
20210725,S37000029,All ages,d,Male,"",15,7.4,102.7,""
20210725,S37000030,Under 65,"",All,d,5,4,25,""
20210725,S37000030,65 and over,"",All,d,20,24.6,-18.7,""
20210725,S37000030,All ages,d,All,d,25,28.6,-12.6,""
20210725,S37000030,All ages,d,Female,"",13,17,-23.5,""
20210725,S37000030,All ages,d,Male,"",12,11.6,3.4,""
20210725,S37000031,Under 65,"",All,d,2,0.8,150,""
20210725,S37000031,65 and over,"",All,d,8,4.8,66.7,""
20210725,S37000031,All ages,d,All,d,10,5.6,78.6,""
20210725,S37000031,All ages,d,Female,"",6,2.4,150,""
20210725,S37000031,All ages,d,Male,"",4,3.2,25,""
20210725,S37000032,Under 65,"",All,d,15,11.8,27.1,""
20210725,S37000032,65 and over,"",All,d,69,54.2,27.3,""
20210725,S37000032,All ages,d,All,d,84,66,27.3,""
20210725,S37000032,All ages,d,Female,"",38,34,11.8,""
20210725,S37000032,All ages,d,Male,"",46,32,43.8,""
20210725,S37000033,Under 65,"",All,d,6,4.6,30.4,""
20210725,S37000033,65 and over,"",All,d,32,23.4,36.8,""
20210725,S37000033,All ages,d,All,d,38,28,35.7,""
20210725,S37000033,All ages,d,Female,"",20,14.8,35.1,""
20210725,S37000033,All ages,d,Male,"",18,13.2,36.4,""
20210725,S37000034,Under 65,"",All,d,26,28.6,-9.1,""
20210725,S37000034,65 and over,"",All,d,94,80.6,16.6,""
20210725,S37000034,All ages,d,All,d,120,109.2,9.9,""
20210725,S37000034,All ages,d,Female,"",59,49.4,19.4,""
20210725,S37000034,All ages,d,Male,"",61,59.8,2,""
20210725,S37000035,Under 65,"",All,d,22,15.6,41,""
20210725,S37000035,65 and over,"",All,d,56,48.6,15.2,""
20210725,S37000035,All ages,d,All,d,78,64.2,21.5,""
20210725,S37000035,All ages,d,Female,"",44,31.6,39.2,""
20210725,S37000035,All ages,d,Male,"",34,32.6,4.3,""
20210801,S37000001,Under 65,"",All,d,9,7.2,25,""
20210801,S37000001,65 and over,"",All,d,32,28.8,11.1,""
20210801,S37000001,All ages,d,All,d,41,36,13.9,""
20210801,S37000001,All ages,d,Female,"",18,17,5.9,""
20210801,S37000001,All ages,d,Male,"",23,19,21.1,""
20210801,S37000002,Under 65,"",All,d,10,6.4,56.2,""
20210801,S37000002,65 and over,"",All,d,44,30.6,43.8,""
20210801,S37000002,All ages,d,All,d,54,37,45.9,""
20210801,S37000002,All ages,d,Female,"",27,18.4,46.7,""
20210801,S37000002,All ages,d,Male,"",27,18.6,45.2,""
20210801,S37000003,Under 65,"",All,d,4,3.8,5.3,""
20210801,S37000003,65 and over,"",All,d,19,19,0,""
20210801,S37000003,All ages,d,All,d,23,22.8,0.9,""
20210801,S37000003,All ages,d,Female,"",12,12.4,-3.2,""
20210801,S37000003,All ages,d,Male,"",11,10.4,5.8,""
20210801,S37000004,Under 65,"",All,d,3,3,0,""
20210801,S37000004,65 and over,"",All,d,19,13.2,43.9,""
20210801,S37000004,All ages,d,All,d,22,16.2,35.8,""
20210801,S37000004,All ages,d,Female,"",9,8,12.5,""
20210801,S37000004,All ages,d,Male,"",13,8.2,58.5,""
20210801,S37000005,Under 65,"",All,d,2,3.4,-41.2,""
20210801,S37000005,65 and over,"",All,d,24,21.2,13.2,""
20210801,S37000005,All ages,d,All,d,26,24.6,5.7,""
20210801,S37000005,All ages,d,Female,"",10,13.6,-26.5,""
20210801,S37000005,All ages,d,Male,"",16,11,45.5,""
20210801,S37000006,Under 65,"",All,d,4,3.2,25,""
20210801,S37000006,65 and over,"",All,d,33,28.6,15.4,""
20210801,S37000006,All ages,d,All,d,37,31.8,16.4,""
20210801,S37000006,All ages,d,Female,"",21,16.2,29.6,""
20210801,S37000006,All ages,d,Male,"",16,15.6,2.6,""
20210801,S37000007,Under 65,"",All,d,5,3.2,56.2,""
20210801,S37000007,65 and over,"",All,d,18,22.8,-21.1,""
20210801,S37000007,All ages,d,All,d,23,26,-11.5,""
20210801,S37000007,All ages,d,Female,"",12,12.4,-3.2,""
20210801,S37000007,All ages,d,Male,"",11,13.6,-19.1,""
20210801,S37000008,Under 65,"",All,d,6,4.2,42.9,""
20210801,S37000008,65 and over,"",All,d,32,19.6,63.3,""
20210801,S37000008,All ages,d,All,d,38,23.8,59.7,""
20210801,S37000008,All ages,d,Female,"",22,11,100,""
20210801,S37000008,All ages,d,Male,"",16,12.8,25,""
20210801,S37000009,Under 65,"",All,d,5,3,66.7,""
20210801,S37000009,65 and over,"",All,d,20,17,17.6,""
20210801,S37000009,All ages,d,All,d,25,20,25,""
20210801,S37000009,All ages,d,Female,"",12,9.2,30.4,""
20210801,S37000009,All ages,d,Male,"",13,10.8,20.4,""
20210801,S37000010,Under 65,"",All,d,4,3.2,25,""
20210801,S37000010,65 and over,"",All,d,19,16.2,17.3,""
20210801,S37000010,All ages,d,All,d,23,19.4,18.6,""
20210801,S37000010,All ages,d,Female,"",13,9,44.4,""
20210801,S37000010,All ages,d,Male,"",10,10.4,-3.8,""
20210801,S37000011,Under 65,"",All,d,4,1.8,122.2,""
20210801,S37000011,65 and over,"",All,d,19,9.2,106.5,""
20210801,S37000011,All ages,d,All,d,23,11,109.1,""
20210801,S37000011,All ages,d,Female,"",7,5,40,""
20210801,S37000011,All ages,d,Male,"",16,6,166.7,""
20210801,S37000012,Under 65,"",All,d,16,14.8,8.1,""
20210801,S37000012,65 and over,"",All,d,60,65.4,-8.3,""
20210801,S37000012,All ages,d,All,d,76,80.2,-5.2,""
20210801,S37000012,All ages,d,Female,"",33,41.2,-19.9,""
20210801,S37000012,All ages,d,Male,"",43,39,10.3,""
20210801,S37000013,Under 65,"",All,d,6,5.4,11.1,""
20210801,S37000013,65 and over,"",All,d,19,21.4,-11.2,""
20210801,S37000013,All ages,d,All,d,25,26.8,-6.7,""
20210801,S37000013,All ages,d,Female,"",13,12.6,3.2,""
20210801,S37000013,All ages,d,Male,"",12,14.2,-15.5,""
20210801,S37000016,Under 65,"",All,d,8,8.8,-9.1,""
20210801,S37000016,65 and over,"",All,d,39,36,8.3,""
20210801,S37000016,All ages,d,All,d,47,44.8,4.9,""
20210801,S37000016,All ages,d,Female,"",30,22.2,35.1,""
20210801,S37000016,All ages,d,Male,"",17,22.6,-24.8,""
20210801,S37000017,Under 65,"",All,d,3,3.8,-21.1,""
20210801,S37000017,65 and over,"",All,d,10,13.4,-25.4,""
20210801,S37000017,All ages,d,All,d,13,17.2,-24.4,""
20210801,S37000017,All ages,d,Female,"",8,7.8,2.6,""
20210801,S37000017,All ages,d,Male,"",5,9.4,-46.8,""
20210801,S37000018,Under 65,"",All,d,3,3.6,-16.7,""
20210801,S37000018,65 and over,"",All,d,16,12.6,27,""
20210801,S37000018,All ages,d,All,d,19,16.2,17.3,""
20210801,S37000018,All ages,d,Female,"",10,8.6,16.3,""
20210801,S37000018,All ages,d,Male,"",9,7.6,18.4,""
20210801,S37000019,Under 65,"",All,d,3,3.6,-16.7,""
20210801,S37000019,65 and over,"",All,d,15,15.2,-1.3,""
20210801,S37000019,All ages,d,All,d,18,18.8,-4.3,""
20210801,S37000019,All ages,d,Female,"",9,9,0,""
20210801,S37000019,All ages,d,Male,"",9,9.8,-8.2,""
20210801,S37000020,Under 65,"",All,d,2,6.4,-68.8,""
20210801,S37000020,65 and over,"",All,d,27,25.4,6.3,""
20210801,S37000020,All ages,d,All,d,29,31.8,-8.8,""
20210801,S37000020,All ages,d,Female,"",19,17.4,9.2,""
20210801,S37000020,All ages,d,Male,"",10,14.4,-30.6,""
20210801,S37000022,Under 65,"",All,d,0,0.2,-100,""
20210801,S37000022,65 and over,"",All,d,2,4,-50,""
20210801,S37000022,All ages,d,All,d,2,4.2,-52.4,""
20210801,S37000022,All ages,d,Female,"",1,1.8,-44.4,""
20210801,S37000022,All ages,d,Male,"",1,2.4,-58.3,""
20210801,S37000024,Under 65,"",All,d,8,6.2,29,""
20210801,S37000024,65 and over,"",All,d,31,32.8,-5.5,""
20210801,S37000024,All ages,d,All,d,39,39,0,""
20210801,S37000024,All ages,d,Female,"",24,17.4,37.9,""
20210801,S37000024,All ages,d,Male,"",15,21.6,-30.6,""
20210801,S37000025,Under 65,"",All,d,5,4,25,""
20210801,S37000025,65 and over,"",All,d,25,20.8,20.2,""
20210801,S37000025,All ages,d,All,d,30,24.8,21,""
20210801,S37000025,All ages,d,Female,"",18,10.4,73.1,""
20210801,S37000025,All ages,d,Male,"",12,14.4,-16.7,""
20210801,S37000026,Under 65,"",All,d,0,0,0,""
20210801,S37000026,65 and over,"",All,d,1,4.6,-78.3,""
20210801,S37000026,All ages,d,All,d,1,4.6,-78.3,""
20210801,S37000026,All ages,d,Female,"",1,2.2,-54.5,""
20210801,S37000026,All ages,d,Male,"",0,2.4,-100,""
20210801,S37000027,Under 65,"",All,d,2,4.2,-52.4,""
20210801,S37000027,65 and over,"",All,d,26,17,52.9,""
20210801,S37000027,All ages,d,All,d,28,21.2,32.1,""
20210801,S37000027,All ages,d,Female,"",15,11.2,33.9,""
20210801,S37000027,All ages,d,Male,"",13,10,30,""
20210801,S37000028,Under 65,"",All,d,13,13.8,-5.8,""
20210801,S37000028,65 and over,"",All,d,64,43.6,46.8,""
20210801,S37000028,All ages,d,All,d,77,57.4,34.1,""
20210801,S37000028,All ages,d,Female,"",37,29.8,24.2,""
20210801,S37000028,All ages,d,Male,"",40,27.6,44.9,""
20210801,S37000029,Under 65,"",All,d,6,2.8,114.3,""
20210801,S37000029,65 and over,"",All,d,17,15.8,7.6,""
20210801,S37000029,All ages,d,All,d,23,18.6,23.7,""
20210801,S37000029,All ages,d,Female,"",13,10.4,25,""
20210801,S37000029,All ages,d,Male,"",10,8.2,22,""
20210801,S37000030,Under 65,"",All,d,10,5.4,85.2,""
20210801,S37000030,65 and over,"",All,d,38,20.2,88.1,""
20210801,S37000030,All ages,d,All,d,48,25.6,87.5,""
20210801,S37000030,All ages,d,Female,"",23,11.6,98.3,""
20210801,S37000030,All ages,d,Male,"",25,14,78.6,""
20210801,S37000031,Under 65,"",All,d,1,0.4,150,""
20210801,S37000031,65 and over,"",All,d,8,5.4,48.1,""
20210801,S37000031,All ages,d,All,d,9,5.8,55.2,""
20210801,S37000031,All ages,d,Female,"",6,4,50,""
20210801,S37000031,All ages,d,Male,"",3,1.8,66.7,""
20210801,S37000032,Under 65,"",All,d,8,13.4,-40.3,""
20210801,S37000032,65 and over,"",All,d,81,56.8,42.6,""
20210801,S37000032,All ages,d,All,d,89,70.2,26.8,""
20210801,S37000032,All ages,d,Female,"",46,33.8,36.1,""
20210801,S37000032,All ages,d,Male,"",43,36.4,18.1,""
20210801,S37000033,Under 65,"",All,d,3,2.6,15.4,""
20210801,S37000033,65 and over,"",All,d,21,22.6,-7.1,""
20210801,S37000033,All ages,d,All,d,24,25.2,-4.8,""
20210801,S37000033,All ages,d,Female,"",14,13.6,2.9,""
20210801,S37000033,All ages,d,Male,"",10,11.6,-13.8,""
20210801,S37000034,Under 65,"",All,d,40,29,37.9,""
20210801,S37000034,65 and over,"",All,d,92,82.6,11.4,""
20210801,S37000034,All ages,d,All,d,132,111.6,18.3,""
20210801,S37000034,All ages,d,Female,"",60,58.4,2.7,""
20210801,S37000034,All ages,d,Male,"",72,53.2,35.3,""
20210801,S37000035,Under 65,"",All,d,22,17,29.4,""
20210801,S37000035,65 and over,"",All,d,63,42,50,""
20210801,S37000035,All ages,d,All,d,85,59,44.1,""
20210801,S37000035,All ages,d,Female,"",43,31,38.7,""
20210801,S37000035,All ages,d,Male,"",42,28,50,""
20210808,S37000001,Under 65,"",All,d,2,6.4,-68.8,""
20210808,S37000001,65 and over,"",All,d,34,26.8,26.9,""
20210808,S37000001,All ages,d,All,d,36,33.2,8.4,""
20210808,S37000001,All ages,d,Female,"",20,17,17.6,""
20210808,S37000001,All ages,d,Male,"",16,16.2,-1.2,""
20210808,S37000002,Under 65,"",All,d,15,7.2,108.3,""
20210808,S37000002,65 and over,"",All,d,37,38.4,-3.6,""
20210808,S37000002,All ages,d,All,d,52,45.6,14,""
20210808,S37000002,All ages,d,Female,"",23,19.6,17.3,""
20210808,S37000002,All ages,d,Male,"",29,26,11.5,""
20210808,S37000003,Under 65,"",All,d,3,4.4,-31.8,""
20210808,S37000003,65 and over,"",All,d,26,19.2,35.4,""
20210808,S37000003,All ages,d,All,d,29,23.6,22.9,""
20210808,S37000003,All ages,d,Female,"",15,11.6,29.3,""
20210808,S37000003,All ages,d,Male,"",14,12,16.7,""
20210808,S37000004,Under 65,"",All,d,1,4.6,-78.3,""
20210808,S37000004,65 and over,"",All,d,19,14.2,33.8,""
20210808,S37000004,All ages,d,All,d,20,18.8,6.4,""
20210808,S37000004,All ages,d,Female,"",8,9.6,-16.7,""
20210808,S37000004,All ages,d,Male,"",12,9.2,30.4,""
20210808,S37000005,Under 65,"",All,d,4,3.8,5.3,""
20210808,S37000005,65 and over,"",All,d,27,22.2,21.6,""
20210808,S37000005,All ages,d,All,d,31,26,19.2,""
20210808,S37000005,All ages,d,Female,"",13,13.2,-1.5,""
20210808,S37000005,All ages,d,Male,"",18,12.8,40.6,""
20210808,S37000006,Under 65,"",All,d,5,5.6,-10.7,""
20210808,S37000006,65 and over,"",All,d,33,29,13.8,""
20210808,S37000006,All ages,d,All,d,38,34.6,9.8,""
20210808,S37000006,All ages,d,Female,"",14,17.8,-21.3,""
20210808,S37000006,All ages,d,Male,"",24,16.8,42.9,""
20210808,S37000007,Under 65,"",All,d,6,9,-33.3,""
20210808,S37000007,65 and over,"",All,d,29,21,38.1,""
20210808,S37000007,All ages,d,All,d,35,30,16.7,""
20210808,S37000007,All ages,d,Female,"",18,13.6,32.4,""
20210808,S37000007,All ages,d,Male,"",17,16.4,3.7,""
20210808,S37000008,Under 65,"",All,d,6,6.4,-6.3,""
20210808,S37000008,65 and over,"",All,d,16,18,-11.1,""
20210808,S37000008,All ages,d,All,d,22,24.4,-9.8,""
20210808,S37000008,All ages,d,Female,"",9,14.2,-36.6,""
20210808,S37000008,All ages,d,Male,"",13,10.2,27.5,""
20210808,S37000009,Under 65,"",All,d,2,2.8,-28.6,""
20210808,S37000009,65 and over,"",All,d,20,17.4,14.9,""
20210808,S37000009,All ages,d,All,d,22,20.2,8.9,""
20210808,S37000009,All ages,d,Female,"",11,12.4,-11.3,""
20210808,S37000009,All ages,d,Male,"",11,7.8,41,""
20210808,S37000010,Under 65,"",All,d,6,4,50,""
20210808,S37000010,65 and over,"",All,d,14,14.8,-5.4,""
20210808,S37000010,All ages,d,All,d,20,18.8,6.4,""
20210808,S37000010,All ages,d,Female,"",12,11.8,1.7,""
20210808,S37000010,All ages,d,Male,"",8,7,14.3,""
20210808,S37000011,Under 65,"",All,d,4,2.8,42.9,""
20210808,S37000011,65 and over,"",All,d,19,12.4,53.2,""
20210808,S37000011,All ages,d,All,d,23,15.2,51.3,""
20210808,S37000011,All ages,d,Female,"",16,8.2,95.1,""
20210808,S37000011,All ages,d,Male,"",7,7,0,""
20210808,S37000012,Under 65,"",All,d,8,14.2,-43.7,""
20210808,S37000012,65 and over,"",All,d,60,56.8,5.6,""
20210808,S37000012,All ages,d,All,d,68,71,-4.2,""
20210808,S37000012,All ages,d,Female,"",33,34.4,-4.1,""
20210808,S37000012,All ages,d,Male,"",35,36.4,-3.8,""
20210808,S37000013,Under 65,"",All,d,10,6.4,56.2,""
20210808,S37000013,65 and over,"",All,d,17,20.6,-17.5,""
20210808,S37000013,All ages,d,All,d,27,27,0,""
20210808,S37000013,All ages,d,Female,"",18,12.8,40.6,""
20210808,S37000013,All ages,d,Male,"",9,14.2,-36.6,""
20210808,S37000016,Under 65,"",All,d,7,7.2,-2.8,""
20210808,S37000016,65 and over,"",All,d,39,36,8.3,""
20210808,S37000016,All ages,d,All,d,46,43.2,6.5,""
20210808,S37000016,All ages,d,Female,"",21,22.8,-7.9,""
20210808,S37000016,All ages,d,Male,"",25,20.4,22.5,""
20210808,S37000017,Under 65,"",All,d,0,2.8,-100,""
20210808,S37000017,65 and over,"",All,d,15,12.8,17.2,""
20210808,S37000017,All ages,d,All,d,15,15.6,-3.8,""
20210808,S37000017,All ages,d,Female,"",7,7.2,-2.8,""
20210808,S37000017,All ages,d,Male,"",8,8.4,-4.8,""
20210808,S37000018,Under 65,"",All,d,3,3.2,-6.3,""
20210808,S37000018,65 and over,"",All,d,10,12.2,-18,""
20210808,S37000018,All ages,d,All,d,13,15.4,-15.6,""
20210808,S37000018,All ages,d,Female,"",5,6.8,-26.5,""
20210808,S37000018,All ages,d,Male,"",8,8.6,-7,""
20210808,S37000019,Under 65,"",All,d,3,2.4,25,""
20210808,S37000019,65 and over,"",All,d,17,15.4,10.4,""
20210808,S37000019,All ages,d,All,d,20,17.8,12.4,""
20210808,S37000019,All ages,d,Female,"",13,9.4,38.3,""
20210808,S37000019,All ages,d,Male,"",7,8.4,-16.7,""
20210808,S37000020,Under 65,"",All,d,4,6.4,-37.5,""
20210808,S37000020,65 and over,"",All,d,27,26.6,1.5,""
20210808,S37000020,All ages,d,All,d,31,33,-6.1,""
20210808,S37000020,All ages,d,Female,"",21,17.6,19.3,""
20210808,S37000020,All ages,d,Male,"",10,15.4,-35.1,""
20210808,S37000022,Under 65,"",All,d,0,0.4,-100,""
20210808,S37000022,65 and over,"",All,d,3,3.2,-6.3,""
20210808,S37000022,All ages,d,All,d,3,3.6,-16.7,""
20210808,S37000022,All ages,d,Female,"",0,2.6,-100,""
20210808,S37000022,All ages,d,Male,"",3,1,200,""
20210808,S37000024,Under 65,"",All,d,6,7.4,-18.9,""
20210808,S37000024,65 and over,"",All,d,25,31.8,-21.4,""
20210808,S37000024,All ages,d,All,d,31,39.2,-20.9,""
20210808,S37000024,All ages,d,Female,"",16,20.8,-23.1,""
20210808,S37000024,All ages,d,Male,"",15,18.4,-18.5,""
20210808,S37000025,Under 65,"",All,d,6,3.6,66.7,""
20210808,S37000025,65 and over,"",All,d,21,21.6,-2.8,""
20210808,S37000025,All ages,d,All,d,27,25.2,7.1,""
20210808,S37000025,All ages,d,Female,"",18,13.6,32.4,""
20210808,S37000025,All ages,d,Male,"",9,11.6,-22.4,""
20210808,S37000026,Under 65,"",All,d,0,0.4,-100,""
20210808,S37000026,65 and over,"",All,d,3,3.8,-21.1,""
20210808,S37000026,All ages,d,All,d,3,4.2,-28.6,""
20210808,S37000026,All ages,d,Female,"",1,1.8,-44.4,""
20210808,S37000026,All ages,d,Male,"",2,2.4,-16.7,""
20210808,S37000027,Under 65,"",All,d,3,4.2,-28.6,""
20210808,S37000027,65 and over,"",All,d,30,20.8,44.2,""
20210808,S37000027,All ages,d,All,d,33,25,32,""
20210808,S37000027,All ages,d,Female,"",17,12.4,37.1,""
20210808,S37000027,All ages,d,Male,"",16,12.6,27,""
20210808,S37000028,Under 65,"",All,d,16,12.2,31.1,""
20210808,S37000028,65 and over,"",All,d,54,45.4,18.9,""
20210808,S37000028,All ages,d,All,d,70,57.6,21.5,""
20210808,S37000028,All ages,d,Female,"",37,30.8,20.1,""
20210808,S37000028,All ages,d,Male,"",33,26.8,23.1,""
20210808,S37000029,Under 65,"",All,d,6,4,50,""
20210808,S37000029,65 and over,"",All,d,17,15.6,9,""
20210808,S37000029,All ages,d,All,d,23,19.6,17.3,""
20210808,S37000029,All ages,d,Female,"",11,10.6,3.8,""
20210808,S37000029,All ages,d,Male,"",12,9,33.3,""
20210808,S37000030,Under 65,"",All,d,7,5.4,29.6,""
20210808,S37000030,65 and over,"",All,d,16,20.2,-20.8,""
20210808,S37000030,All ages,d,All,d,23,25.6,-10.2,""
20210808,S37000030,All ages,d,Female,"",14,12.6,11.1,""
20210808,S37000030,All ages,d,Male,"",9,13,-30.8,""
20210808,S37000031,Under 65,"",All,d,0,1.6,-100,""
20210808,S37000031,65 and over,"",All,d,6,5.8,3.4,""
20210808,S37000031,All ages,d,All,d,6,7.4,-18.9,""
20210808,S37000031,All ages,d,Female,"",5,4,25,""
20210808,S37000031,All ages,d,Male,"",1,3.4,-70.6,""
20210808,S37000032,Under 65,"",All,d,11,13.8,-20.3,""
20210808,S37000032,65 and over,"",All,d,70,57.6,21.5,""
20210808,S37000032,All ages,d,All,d,81,71.4,13.4,""
20210808,S37000032,All ages,d,Female,"",48,38.6,24.4,""
20210808,S37000032,All ages,d,Male,"",33,32.8,0.6,""
20210808,S37000033,Under 65,"",All,d,9,4.6,95.7,""
20210808,S37000033,65 and over,"",All,d,24,25.2,-4.8,""
20210808,S37000033,All ages,d,All,d,33,29.8,10.7,""
20210808,S37000033,All ages,d,Female,"",16,16.6,-3.6,""
20210808,S37000033,All ages,d,Male,"",17,13.2,28.8,""
20210808,S37000034,Under 65,"",All,d,36,29.8,20.8,""
20210808,S37000034,65 and over,"",All,d,78,82.2,-5.1,""
20210808,S37000034,All ages,d,All,d,114,112,1.8,""
20210808,S37000034,All ages,d,Female,"",57,53.4,6.7,""
20210808,S37000034,All ages,d,Male,"",57,58.6,-2.7,""
20210808,S37000035,Under 65,"",All,d,20,11.4,75.4,""
20210808,S37000035,65 and over,"",All,d,56,43.4,29,""
20210808,S37000035,All ages,d,All,d,76,54.8,38.7,""
20210808,S37000035,All ages,d,Female,"",32,27,18.5,""
20210808,S37000035,All ages,d,Male,"",44,27.8,58.3,""
20210815,S37000001,Under 65,"",All,d,8,9.6,-16.7,""
20210815,S37000001,65 and over,"",All,d,32,32.2,-0.6,""
20210815,S37000001,All ages,d,All,d,40,41.8,-4.3,""
20210815,S37000001,All ages,d,Female,"",22,21,4.8,""
20210815,S37000001,All ages,d,Male,"",18,20.8,-13.5,""
20210815,S37000002,Under 65,"",All,d,7,7,0,""
20210815,S37000002,65 and over,"",All,d,29,33.6,-13.7,""
20210815,S37000002,All ages,d,All,d,36,40.6,-11.3,""
20210815,S37000002,All ages,d,Female,"",21,19.6,7.1,""
20210815,S37000002,All ages,d,Male,"",15,21,-28.6,""
20210815,S37000003,Under 65,"",All,d,2,3,-33.3,""
20210815,S37000003,65 and over,"",All,d,24,21.6,11.1,""
20210815,S37000003,All ages,d,All,d,26,24.6,5.7,""
20210815,S37000003,All ages,d,Female,"",13,12,8.3,""
20210815,S37000003,All ages,d,Male,"",13,12.6,3.2,""
20210815,S37000004,Under 65,"",All,d,3,2.8,7.1,""
20210815,S37000004,65 and over,"",All,d,20,17,17.6,""
20210815,S37000004,All ages,d,All,d,23,19.8,16.2,""
20210815,S37000004,All ages,d,Female,"",11,10,10,""
20210815,S37000004,All ages,d,Male,"",12,9.8,22.4,""
20210815,S37000005,Under 65,"",All,d,3,4.8,-37.5,""
20210815,S37000005,65 and over,"",All,d,21,18.6,12.9,""
20210815,S37000005,All ages,d,All,d,24,23.4,2.6,""
20210815,S37000005,All ages,d,Female,"",16,11.4,40.4,""
20210815,S37000005,All ages,d,Male,"",8,12,-33.3,""
20210815,S37000006,Under 65,"",All,d,10,6,66.7,""
20210815,S37000006,65 and over,"",All,d,35,28.2,24.1,""
20210815,S37000006,All ages,d,All,d,45,34.2,31.6,""
20210815,S37000006,All ages,d,Female,"",18,15.8,13.9,""
20210815,S37000006,All ages,d,Male,"",27,18.4,46.7,""
20210815,S37000007,Under 65,"",All,d,6,6.8,-11.8,""
20210815,S37000007,65 and over,"",All,d,21,23.2,-9.5,""
20210815,S37000007,All ages,d,All,d,27,30,-10,""
20210815,S37000007,All ages,d,Female,"",11,17.2,-36,""
20210815,S37000007,All ages,d,Male,"",16,12.8,25,""
20210815,S37000008,Under 65,"",All,d,10,3.6,177.8,""
20210815,S37000008,65 and over,"",All,d,24,20,20,""
20210815,S37000008,All ages,d,All,d,34,23.6,44.1,""
20210815,S37000008,All ages,d,Female,"",16,14.2,12.7,""
20210815,S37000008,All ages,d,Male,"",18,9.4,91.5,""
20210815,S37000009,Under 65,"",All,d,4,2.4,66.7,""
20210815,S37000009,65 and over,"",All,d,13,14,-7.1,""
